"","lhs","rhs","est.std","pvalue","ci.lower","ci.upper","model.r","additional.r","pvalue_adj"
"739","brain_latent_pc2","brain_latent_grey",0.546287947128753,0,0.52641947198598,0.566156422271527,0.34221276205319,0.197821593943298,0
"742","brain_latent_pc2","brain_latent_atrophy",0.580931999288729,0,0.561158644030669,0.600705354546788,0.358627900915789,0.214236732805898,0
"745","brain_latent_pc2","brain_latent_wmh",0.113779210981636,0,0.0911109637936511,0.13644745816962,0.155686485156442,0.0112953170465506,0
"748","brain_latent_pc2","brain_latent_gMD",0.150265104912433,0,0.127575122621246,0.172955087203619,0.16364651688638,0.0192553487764887,0
"751","brain_latent_pc2","brain_latent_gFA",0.412096947142348,0,0.39416904374888,0.430024850535816,0.30139761480408,0.157006446694188,0
"754","brain_latent_pc2","brain_latent_pc1",-0.0122679111039314,0.301544951724971,-0.0355416111588054,0.0110057889509426,0.144519424544414,0.000128256434523077,0.31410960473735
"760","brain_latent_pc2","brain_latent_pc3",-0.110252692789127,0,-0.133287787278962,-0.0872175982992913,0.154688940526446,0.0102977724165542,0
"763","brain_latent_pc2","heart_latent_cc1",0.249162214556346,0,0.209419690710389,0.288904738402303,0.161735182909051,0.0173440147991594,0
"766","brain_latent_pc2","heart_latent_cc2",-0.00110214114073408,0.938719103895817,-0.0291999601293678,0.0269956778478996,0.144391883106361,7.14996469808327e-07,0.938719103895817
"769","brain_latent_pc2","heart_latent_cc3",-0.0134217322401528,0.234643039734855,-0.0355559186615686,0.00871245418126311,0.144560879056792,0.000169710946900437,0.245699518046969
"772","brain_latent_pc2","brain_latent_cc1",0.518872801278206,0,0.489733754532223,0.548011848024189,0.253115287574283,0.108724119464392,0
"775","brain_latent_pc2","brain_latent_cc2",0.0293649570716465,0.053808202285744,-0.000480994567995597,0.0592109087112886,0.144837645524019,0.000446477414127178,0.0618896783023432
"778","brain_latent_pc2","brain_latent_cc3",0.0170590049488254,0.131212900903807,-0.00509314141392456,0.0392111513115753,0.144664805782634,0.000273637672742244,0.1434020774905
"781","brain_latent_pc3","cardio_latent_agg",-0.0579660719655285,6.40182748146145e-07,-0.0807856419276445,-0.0351465020034125,0.1557681735877,0.00292769703025264,9.14546783065922e-07
"784","brain_latent_pc3","cardio_latent_gvrf",-0.0821358036421261,4.02568200996711e-10,-0.107880642805002,-0.0563909644792502,0.157438569658868,0.00459809310142023,6.57254205708916e-10
"787","brain_latent_pc3","cog_latent_g",0.100033769905136,0,0.078456632765614,0.121610907044658,0.162423959655951,0.00958348309850343,0
"790","brain_latent_pc3","heart_latent_pc1",0.0467406209371607,0.00463997550180117,0.0143812878163488,0.0790999540579727,0.153792006377912,0.000951529820464536,0.00574609969263303
"793","brain_latent_pc3","heart_latent_pc2",-0.0786404223943017,3.48876483258209e-12,-0.100797093777625,-0.0564837510109778,0.158515307330462,0.00567483077301467,5.9637005685164e-12
"796","brain_latent_pc3","heart_latent_pc3",0.0158229148735894,0.14981969694561,-0.0057109129734375,0.0373567427206163,0.153087169665126,0.000246693107678775,0.1619672399412
"799","brain_latent_pc3","brain_latent_grey",0.426106077909898,0,0.403865732946497,0.4483464228733,0.273195983599064,0.120355507041617,0
"802","brain_latent_pc3","brain_latent_atrophy",0.476271478060455,0,0.454329542847033,0.498213413273877,0.296837168036761,0.143996691479313,0
"805","brain_latent_pc3","brain_latent_wmh",-0.0812519710097982,2.39297470727706e-12,-0.103971498997259,-0.058532443022337,0.158600705526341,0.00576022896889383,4.16169514309054e-12
"808","brain_latent_pc3","brain_latent_gMD",0.0854833034769544,2.98427949019242e-13,0.0625165219277043,0.108450085026205,0.159072080226238,0.00623160366879005,5.32907051820075e-13
"811","brain_latent_pc3","brain_latent_gFA",-0.100907917661055,0,-0.122873657448757,-0.0789421778733523,0.162254379657289,0.00941390309984158,0
"814","brain_latent_pc3","brain_latent_pc1",0.128863295261588,0,0.106126578925475,0.151600011597702,0.166991803452751,0.0141513268953033,0
"817","brain_latent_pc3","brain_latent_pc2",-0.109163907253605,0,-0.131973691708349,-0.086354122798861,0.163036595613315,0.0101961190558669,0
"823","brain_latent_pc3","heart_latent_cc1",0.135725540398342,3.58839624681195e-11,0.0955425739736854,0.175908506822999,0.15798693909276,0.00514646253531204,5.95584439304889e-11
"826","brain_latent_pc3","heart_latent_cc2",0.129535656295198,0,0.10193348989086,0.157137822699536,0.162654502156911,0.00981402559946376,0
"829","brain_latent_pc3","heart_latent_cc3",0.0400475832933009,0.000356903642477535,0.0180614294918499,0.0620337370947519,0.154351439219792,0.00151096266234407,0.000463511223996799
"832","brain_latent_pc3","brain_latent_cc1",0.355370663235656,0,0.323936308608083,0.38680501786323,0.203840142817461,0.050999666260013,0
"835","brain_latent_pc3","brain_latent_cc2",0.41003886707222,0,0.383636462166469,0.43644127197797,0.239894566743025,0.0870540901855771,0
"838","brain_latent_pc3","brain_latent_cc3",0.0392813564747874,0.00046846872458528,0.0172726711121353,0.0612900418374396,0.154291427233238,0.00145095067579037,0.000600600928955488
"841","heart_latent_cc1","cardio_latent_agg",0.132817734805639,0,0.120141926600012,0.145493543011266,0.735996841221148,0.0153704094301608,0
"844","heart_latent_cc1","cardio_latent_gvrf",0.209407420854806,0,0.195590517872669,0.223224323836943,0.750514384157437,0.0298879523664496,0
"847","heart_latent_cc1","cog_latent_g",0.0305635784305043,1.71540529891878e-06,0.0180428602420498,0.0430842966189588,0.721521058143484,0.000894626352497152,2.41606380129406e-06
"850","heart_latent_cc1","heart_latent_pc1",0.537091093090522,0,0.524256709827455,0.549925476353589,0.846265193252823,0.125638761461836,0
"853","heart_latent_cc1","heart_latent_pc2",-0.0110428987753264,0.0912311047940448,-0.0238578570655867,0.00177205951493386,0.720738349113157,0.000111917322170196,0.100807850601155
"856","heart_latent_cc1","heart_latent_pc3",0.0803285051519102,0,0.0681443043142582,0.0925127059895622,0.726984451312019,0.00635801952103221,0
"859","heart_latent_cc1","brain_latent_grey",0.130576142671812,0,0.115897766406684,0.145254518936941,0.731928515026661,0.0113020832356742,0
"862","heart_latent_cc1","brain_latent_atrophy",0.162200364853149,0,0.147398635375133,0.177002094331166,0.737327612909226,0.0167011811182385,0
"865","heart_latent_cc1","brain_latent_wmh",0.046932083655306,2.07456274381457e-12,0.0338462745827062,0.0600178927279057,0.722548259241128,0.00192182745014091,3.63958376107819e-12
"868","heart_latent_cc1","brain_latent_gMD",0.0394202278766786,5.58073720569041e-09,0.0261651094007286,0.0526753463526286,0.72195161794722,0.00132518615623267,8.71990188389127e-09
"871","heart_latent_cc1","brain_latent_gFA",-0.0117680441762881,0.0708122044093309,-0.0245345241889657,0.000998435836389462,0.720754490013881,0.000128058222893523,0.0804684141015124
"874","heart_latent_cc1","brain_latent_pc1",0.0276157960023821,4.59182195606811e-05,0.0143349364609197,0.0408966555438445,0.721276346152493,0.000649914361506299,6.12242927475748e-05
"877","heart_latent_cc1","brain_latent_pc2",0.0813564879150592,0,0.0682594057928949,0.0944535700372234,0.726289610764608,0.00566317897362068,0
"880","heart_latent_cc1","brain_latent_pc3",0.04475912683187,4.04885014404499e-11,0.0314718538324858,0.0580463998312542,0.722323621535641,0.00169718974465349,6.69231428767767e-11
"886","heart_latent_cc1","heart_latent_cc2",-0.101696123879997,0,-0.117522323070924,-0.0858699246890697,0.72667534219164,0.00604891040065281,0
"889","heart_latent_cc1","heart_latent_cc3",-0.0791201640940981,0,-0.091594591729657,-0.0666457364585391,0.726523962821235,0.00589753103024782,0
"892","heart_latent_cc1","brain_latent_cc1",0.304691157730284,0,0.28709383121653,0.322288484244039,0.758117161906172,0.0374907301151846,0
"895","heart_latent_cc1","brain_latent_cc2",-0.0672849585921591,7.7715611723761e-15,-0.0842549756279115,-0.0503149415564067,0.722970541244451,0.00234410945346353,1.4130111222502e-14
"898","heart_latent_cc1","brain_latent_cc3",-0.0791663865973898,0,-0.0916527489521874,-0.0666800242425921,0.726519694540339,0.00589326274935198,0
"901","heart_latent_cc2","cardio_latent_agg",-0.232783278147719,0,-0.250477206389912,-0.215089349905525,0.462333737803457,0.0472146172877709,0
"904","heart_latent_cc2","cardio_latent_gvrf",-0.346156691295772,0,-0.36507029013873,-0.327243092452814,0.496788132760005,0.0816690122443193,0
"907","heart_latent_cc2","cog_latent_g",0.0739699710948927,8.88178419700125e-16,0.0559579968150946,0.0919819453746907,0.420359213244956,0.00524009272927028,1.66014657887874e-15
"910","heart_latent_cc2","heart_latent_pc1",-0.140422324551399,0,-0.166996584034644,-0.113848065068155,0.423707262955302,0.00858814243961603,0
"913","heart_latent_cc2","heart_latent_pc2",-0.314832145703114,0,-0.330880519905345,-0.298783771500883,0.506072302742534,0.0909531822268486,0
"916","heart_latent_cc2","heart_latent_pc3",-0.0236721711670498,0.00947603539881281,-0.0415556409939309,-0.00578870134016875,0.415671261457782,0.00055214094209588,0.0113485453877998
"919","heart_latent_cc2","brain_latent_grey",0.107052015536714,0,0.0854789168607043,0.128625114212724,0.422715731874871,0.00759661135918499,0
"922","heart_latent_cc2","brain_latent_atrophy",0.0801447157704682,1.36335387423969e-12,0.0579823331156498,0.102307098425287,0.419196599826425,0.00407747931073954,2.41301570661892e-12
"925","heart_latent_cc2","brain_latent_wmh",-0.130219488965603,0,-0.148818262545259,-0.111620715385947,0.42991444925155,0.0147953287358636,0
"928","heart_latent_cc2","brain_latent_gMD",-0.0655757632110176,1.84976478578847e-11,-0.0847090354307681,-0.0464424909912671,0.418786200631423,0.0036670801157368,3.10884837947641e-11
"931","heart_latent_cc2","brain_latent_gFA",0.0573041561355671,1.02008734792491e-09,0.038910812118287,0.0756975001528472,0.418155031937255,0.003035911421569,1.63213975667986e-09
"934","heart_latent_cc2","brain_latent_pc1",-0.0660326632958492,1.35724764760425e-11,-0.0851710807529322,-0.0468942458387663,0.418834934609776,0.00371581409408972,2.30041974170213e-11
"937","heart_latent_cc2","brain_latent_pc2",-0.000753423551019855,0.938717735547388,-0.0199606594997683,0.0184538123977286,0.415119589977094,4.69461407859306e-07,0.938719103895817
"940","heart_latent_cc2","brain_latent_pc3",0.0894317117417459,0,0.0703250395759608,0.108538383907531,0.421894714766829,0.00677559425114282,0
"943","heart_latent_cc2","heart_latent_cc1",-0.212905343504743,0,-0.245880826965054,-0.179929860044432,0.427782743732984,0.0126636232172984,0
"949","heart_latent_cc2","heart_latent_cc3",0.14578213331776,0,0.128026210122425,0.163538056513095,0.435140927955302,0.0200218074396163,0
"952","heart_latent_cc2","brain_latent_cc1",-0.08767199961268,6.6171756962774e-10,-0.115499451093899,-0.059844548131461,0.418223137467681,0.00310401695199547,1.07160740020687e-09
"955","heart_latent_cc2","brain_latent_cc2",0.407312651614527,0,0.385765667808693,0.428859635420362,0.501019433139387,0.0859003126237015,0
"958","heart_latent_cc2","brain_latent_cc3",0.148780313053209,0,0.13102924885623,0.166531377250188,0.435933520983911,0.020814400468225,0
"961","heart_latent_cc3","cardio_latent_agg",-0.434257821672835,0,-0.453540230706631,-0.414975412639038,0.22221613699864,0.164311652150493,0
"964","heart_latent_cc3","cardio_latent_gvrf",-0.64954362670076,0,-0.667445158466514,-0.631642094935006,0.345464541614235,0.287560056766089,0
"967","heart_latent_cc3","cog_latent_g",0.0543853631152688,3.43577690475882e-06,0.031426932277994,0.0773437939525436,0.0607371371575806,0.00283265230943386,4.77191236772059e-06
"970","heart_latent_cc3","heart_latent_pc1",-0.382470643085881,0,-0.413912866126053,-0.351028420045709,0.121616880536434,0.0637123956882871,0
"973","heart_latent_cc3","heart_latent_pc2",-0.525615284269161,0,-0.541954427417498,-0.509276141120824,0.311414834689972,0.253510349841825,0
"976","heart_latent_cc3","heart_latent_pc3",-0.372812924559163,0,-0.391688427595088,-0.353937421523237,0.194855052909516,0.136950568061369,0
"979","heart_latent_cc3","brain_latent_grey",0.0687117923982947,1.0499269547104e-06,0.0411264851532889,0.0962970996433005,0.061034104102378,0.00312961925423128,1.49455794264826e-06
"982","heart_latent_cc3","brain_latent_atrophy",0.0303792281108143,0.0352490954259363,0.00209966891628899,0.0586587873053395,0.0584903412193152,0.00058585637116848,0.0410237620224872
"985","heart_latent_cc3","brain_latent_wmh",-0.0811039909108845,3.28432836482762e-11,-0.105068340066626,-0.0571396417551427,0.0636437686813611,0.00573928383321443,5.49678387418848e-11
"988","heart_latent_cc3","brain_latent_gMD",0.0175471409382388,0.158845751446827,-0.0068621123565096,0.0419563942329871,0.0581670566144967,0.000262571766350028,0.169899133420667
"991","heart_latent_cc3","brain_latent_gFA",-0.0178151804343542,0.136353977511293,-0.0412572440951864,0.00562688322647797,0.0581979112208346,0.000293426372687922,0.148213030449293
"994","heart_latent_cc3","brain_latent_pc1",0.0218360407421449,0.0795909381131286,-0.00257712470786284,0.0462492061921527,0.0583108212605308,0.000406336412384078,0.088446727422805
"997","heart_latent_cc3","brain_latent_pc2",-0.0147784425929603,0.234634962663937,-0.0391496006271027,0.00959271544118214,0.0580913529311522,0.000186868083005498,0.245699518046969
"1000","heart_latent_cc3","brain_latent_pc3",0.044535472657813,0.000356122957303695,0.0200893917280966,0.0689815535875293,0.0595847478381689,0.00168026299002222,0.000463511223996799
"1003","heart_latent_cc3","heart_latent_cc1",-0.266806754860172,0,-0.308396632071623,-0.225216877648722,0.0777919263558631,0.0198874415077164,0
"1006","heart_latent_cc3","heart_latent_cc2",0.234818225758167,0,0.206531443759178,0.263105007757155,0.0901545851984303,0.0322501003502836,0
"1012","heart_latent_cc3","brain_latent_cc1",-0.184238059881109,0,-0.21910623117115,-0.149369888591068,0.0716121274294526,0.0137076425813059,0
"1015","heart_latent_cc3","brain_latent_cc2",0.293140949535584,0,0.263555891270048,0.322726007801119,0.102397522404557,0.0444930375564101,0
"1018","heart_latent_cc3","brain_latent_cc3",0.45923104659642,0,0.441602891619029,0.476859201573812,0.256210415891883,0.198305931043736,0
"1021","brain_latent_cc1","cardio_latent_agg",0.0836037288818075,0,0.067965279961956,0.099242177801659,0.602254987722916,0.00609010422759637,0
"1024","brain_latent_cc1","cardio_latent_gvrf",0.118636382841335,0,0.101069826619849,0.136202939062821,0.605757734910701,0.00959285141538191,0
"1027","brain_latent_cc1","cog_latent_g",0.0432806719156536,1.68242955123077e-08,0.0282450511678669,0.0583162926634402,0.597958860502456,0.00179397700713646,2.52996924997108e-08
"1030","brain_latent_cc1","heart_latent_pc1",0.229389948570666,0,0.207962830661468,0.250817066479863,0.619082871763274,0.0229179882679545,0
"1033","brain_latent_cc1","heart_latent_pc2",0.0138206575238971,0.0787084899012405,-0.00158574590605211,0.0292270609538464,0.596340156980249,0.000175273484929406,0.0883211979557395
"1036","brain_latent_cc1","heart_latent_pc3",0.0659540071886618,0,0.0511988569244027,0.0807091574529208,0.600450998475998,0.00428611498067821,0
"1039","brain_latent_cc1","brain_latent_grey",0.404682339018137,0,0.390175380163219,0.419189297873055,0.704722168016517,0.108557284521197,0
"1042","brain_latent_cc1","brain_latent_atrophy",0.497140855427139,0,0.4839904424006,0.510291268453678,0.753057402331451,0.156892518836132,0
"1045","brain_latent_cc1","brain_latent_wmh",0.0721272184108418,0,0.0564544977345773,0.0877999390871063,0.600703994692084,0.00453911119676431,0
"1048","brain_latent_cc1","brain_latent_gMD",0.0523398918966379,1.15891296559312e-10,0.0364220687595305,0.0682577150337452,0.598501027931485,0.00233614443616603,1.89985732064445e-10
"1051","brain_latent_cc1","brain_latent_gFA",0.0140507676425686,0.0727738078488165,-0.00129773441581863,0.0293992697009558,0.59634739585483,0.000182512359510167,0.0822302913545949
"1054","brain_latent_cc1","brain_latent_pc1",0.0203773772269238,0.0124522733183599,0.00439580693670561,0.0363589475171419,0.596518734003864,0.000353850508544307,0.0148241349028093
"1057","brain_latent_cc1","brain_latent_pc2",0.244900534038,0,0.230446032044379,0.259355036031621,0.647481112004298,0.0513162285089789,0
"1060","brain_latent_cc1","brain_latent_pc3",0.169402748622979,0,0.154080144677593,0.184725352568366,0.62047606964184,0.0243111861465207,0
"1063","brain_latent_cc1","heart_latent_cc1",0.440431750029613,0,0.415283745631218,0.465579754428008,0.650357804262922,0.054192920767603,0
"1066","brain_latent_cc1","heart_latent_cc2",-0.0605337521479024,6.80561385024703e-10,-0.0797612312870557,-0.0413062730087491,0.598308081378449,0.00214319788312922,1.09767965326565e-09
"1069","brain_latent_cc1","heart_latent_cc3",-0.0789747958847308,0,-0.0940202641628047,-0.0639293276066569,0.602040745369154,0.00587586187383415,0
"1075","brain_latent_cc1","brain_latent_cc2",-0.0213850553493149,0.0409697710000367,-0.0418925434040589,-0.000877567294570877,0.596401678672798,0.000236795177478211,0.0473638971098691
"1078","brain_latent_cc1","brain_latent_cc3",-0.0791559371348401,0,-0.094215202815745,-0.0640966714539352,0.602056567308728,0.00589168381340877,0
"1081","brain_latent_cc2","cardio_latent_agg",-0.185736010123549,0,-0.202788618798385,-0.168683401448714,0.5122858348305,0.0300583707238433,0
"1084","brain_latent_cc2","cardio_latent_gvrf",-0.25744516787824,0,-0.276241828889085,-0.238648506867396,0.527400722613275,0.045173258506619,0
"1087","brain_latent_cc2","cog_latent_g",0.0943942394183412,0,0.0775450875703055,0.111243391266377,0.490760835864554,0.0085333717578977,0
"1090","brain_latent_cc2","heart_latent_pc1",-0.110082978159357,0,-0.135199256625092,-0.0849666996936216,0.487505451219596,0.00527798711294003,0
"1093","brain_latent_cc2","heart_latent_pc2",-0.157392720276864,0,-0.174212214913907,-0.140573225639821,0.504959016144175,0.0227315520375183,0
"1096","brain_latent_cc2","heart_latent_pc3",-0.0490168529295405,1.02529722489919e-08,-0.065793493444223,-0.032240212414858,0.484594864828898,0.00236740072224151,1.5896081006189e-08
"1099","brain_latent_cc2","brain_latent_grey",0.359484641932353,0,0.341731970863741,0.377237313000965,0.567890040609269,0.0856625765026123,0
"1102","brain_latent_cc2","brain_latent_atrophy",0.28972719372794,0,0.270519051427748,0.308935336028131,0.535514537032188,0.0532870729255316,0
"1105","brain_latent_cc2","brain_latent_wmh",-0.30590983745253,0,-0.321495995930688,-0.290323678974373,0.563878165670587,0.0816507015639312,0
"1108","brain_latent_cc2","brain_latent_gMD",-0.22210189311054,0,-0.238994947184935,-0.205208839036146,0.524294298469583,0.0420668343629268,0
"1111","brain_latent_cc2","brain_latent_gFA",0.172744062670714,0,0.156121449473544,0.189366675867885,0.509815773285347,0.0275883091786912,0
"1114","brain_latent_cc2","brain_latent_pc1",-0.227268586964638,0,-0.244111657085107,-0.210425516844168,0.526244094558328,0.0440166304516719,0
"1117","brain_latent_cc2","brain_latent_pc2",0.01777022087324,0.0538440201230386,-0.00029377283095423,0.0358342145774342,0.482497641761266,0.000270177654610015,0.0618896783023432
"1120","brain_latent_cc2","brain_latent_pc3",0.250610238892088,0,0.233980522479644,0.267239955304532,0.535433729824155,0.0532062657174986,0
"1123","brain_latent_cc2","heart_latent_cc1",-0.124701464711435,7.105427357601e-15,-0.156108539450447,-0.0932943899724227,0.486571858154706,0.00434439404804987,1.29779495116e-14
"1126","brain_latent_cc2","heart_latent_cc2",0.360578204190001,0,0.34134927931323,0.379807129066772,0.558271722104327,0.0760442579976709,0
"1129","brain_latent_cc2","heart_latent_cc3",0.161109282972543,0,0.144556806007877,0.177661759937208,0.506680684912322,0.0244532208056659,0
"1132","brain_latent_cc2","brain_latent_cc1",-0.0274186081391592,0.0409598721226196,-0.0537107645432914,-0.00112645173502709,0.482531054004043,0.000303589897386547,0.0473638971098691
"1138","brain_latent_cc2","brain_latent_cc3",0.164275867071622,0,0.147732946123287,0.180818788019956,0.50760333671065,0.0253758726039938,0
"1141","brain_latent_cc3","cardio_latent_agg",-0.281854769066087,0,-0.3038987246958,-0.259810813436373,0.128904067824076,0.0692187506499297,0
"1144","brain_latent_cc3","cardio_latent_gvrf",-0.411508494896717,0,-0.434889900470397,-0.388127089323037,0.175102240279809,0.115416923105663,0
"1147","brain_latent_cc3","cog_latent_g",0.0511071680422158,1.26933787727435e-05,0.0281608342224161,0.0740535018620156,0.0621867730350527,0.00250145586090678,1.71532145577614e-05
"1150","brain_latent_cc3","heart_latent_pc1",-0.253004645353946,0,-0.285939552128169,-0.220069738579723,0.0875647905387734,0.0278794733646275,0
"1153","brain_latent_cc3","heart_latent_pc2",-0.268862569443254,0,-0.290427037265432,-0.247298101621076,0.126016910561534,0.0663315933873883,0
"1156","brain_latent_cc3","heart_latent_pc3",-0.168452496789224,0,-0.190346940021152,-0.146558053557296,0.0876452950142158,0.0279599778400699,0
"1159","brain_latent_cc3","brain_latent_grey",0.0799889073763125,1.22130616730942e-08,0.0524686435165734,0.107509171236052,0.0639265291888658,0.00424121201471983,1.87173358974624e-08
"1162","brain_latent_cc3","brain_latent_atrophy",0.0508945316816422,0.000407133970069529,0.0226796187205357,0.0791094446427486,0.0613296277553388,0.00164431058119285,0.000527034265462173
"1165","brain_latent_cc3","brain_latent_wmh",-0.0664322534352569,5.78316914356947e-08,-0.0904314659871965,-0.0424330408833172,0.063535940115011,0.00385062294086502,8.47350790266588e-08
"1168","brain_latent_cc3","brain_latent_gMD",0.142435226972424,0,0.118573919595922,0.166296534348927,0.0769862863898145,0.0173009692156686,0
"1171","brain_latent_cc3","brain_latent_gFA",-0.096826459366465,2.22044604925031e-16,-0.119998208617772,-0.073654710115158,0.0683530573492033,0.00866774017505734,4.1895208476421e-16
"1174","brain_latent_cc3","brain_latent_pc1",0.147239075621435,0,0.123405655485372,0.171072495757498,0.0781603157613036,0.0184749985871576,0
"1177","brain_latent_cc3","brain_latent_pc2",0.0187478584623534,0.13120297652359,-0.00559673928176608,0.0430924562064728,0.0599860459235931,0.000300728749447199,0.1434020774905
"1180","brain_latent_cc3","brain_latent_pc3",0.0436008052354786,0.000467539829547947,0.0191757008197315,0.0680259096512256,0.0612957928105967,0.00161047563645078,0.000600600928955488
"1183","brain_latent_cc3","heart_latent_cc1",-0.26645792169829,0,-0.308010787917315,-0.224905055479265,0.0795207853502577,0.0198354681761118,0
"1186","brain_latent_cc3","heart_latent_cc2",0.239194533940869,0,0.210979755316303,0.267409312565434,0.0931487096859317,0.0334633925117858,0
"1189","brain_latent_cc3","heart_latent_cc3",0.458362964830654,0,0.440760237358484,0.475965692302824,0.257616389129008,0.197931071954862,0
"1192","brain_latent_cc3","brain_latent_cc1",-0.184311568132874,0,-0.219146009549915,-0.149477126715832,0.0734039006725893,0.0137185834984433,0
"1195","brain_latent_cc3","brain_latent_cc2",0.298337568033646,0,0.268843321401256,0.327831814666037,0.105769825891495,0.0460845087173487,0
