"","lhs","op","rhs","est.std","pvalue","ci.lower","ci.upper","model.r","additional.r","pvalue_adj"
"571","brain_latent_pc1","~","cardio_latent_agg",-0.0465911794767124,2.90901607691296e-07,-0.0643943799470755,-0.0287879790063493,0.133825343104328,0.00189987079877718,4.58582883740428e-07
"574","brain_latent_pc1","~","cardio_latent_gvrf",-0.0475516283113987,3.24212973867866e-06,-0.0675736337620578,-0.0275296228607395,0.133491510888279,0.00156603858272808,4.95935947314828e-06
"577","brain_latent_pc1","~","cog_latent_g",0.0482552142300478,2.52982828019555e-08,0.0312789093166492,0.0652315191434465,0.134164881910351,0.00223940960480007,4.2086083370995e-08
"580","brain_latent_pc1","~","heart_latent_pc1",-0.0625443261295137,9.19486708994555e-13,-0.0797080775795912,-0.0453805746794362,0.135592167519745,0.00366669521419438,1.70222924075402e-12
"583","brain_latent_pc1","~","heart_latent_pc2",-0.0389218863338473,1.81394343732322e-05,-0.0567179833931119,-0.0211257892745828,0.13325438533859,0.00132891303303917,2.56797482695561e-05
"586","brain_latent_pc1","~","heart_latent_pc3",0.0390325730231648,6.83337787354965e-06,0.0220275476401809,0.0560375984061487,0.13338866805474,0.00146319574918907,9.98724458441872e-06
"589","brain_latent_pc1","~","brain_latent_grey",0.0540620279916595,2.27525388085681e-07,0.0335879883631379,0.0745360676201811,0.133859450597163,0.00193397829161235,3.66681540620227e-07
"592","brain_latent_pc1","~","brain_latent_atrophy",0.0205711508511262,0.0540645884736322,-0.000359297583654595,0.0415015992859069,0.132194577307708,0.000269105002157377,0.0619769334801277
"595","brain_latent_pc1","~","brain_latent_gMD",-0.941520426914692,0,-0.943823578106406,-0.939217275722977,0.918996260686655,0.787070788381104,0
"598","brain_latent_pc1","~","brain_latent_gFA",0.673036923885053,0,0.664470042772745,0.68160380499736,0.555970827374232,0.424045355068681,0
"604","brain_latent_pc1","~","brain_latent_pc2",0.0122205833632651,0.161590040074159,-0.00489104988538015,0.0293322166119104,0.132067596056756,0.000142123751205481,0.176235663041605
"607","brain_latent_pc1","~","brain_latent_pc3",-0.0617502382493173,1.79845471848239e-10,-0.080727221923615,-0.0427732545750195,0.134854858762846,0.0029293864572949,3.15166093869972e-10
"610","brain_latent_pc1","~","heart_latent_cc1",-0.100664857619889,0,-0.11988499992261,-0.0814447153171668,0.139425089220768,0.0074996169152175,0
"613","brain_latent_pc1","~","heart_latent_cc2",0.0698683830663078,2.38253861084559e-13,0.051174641079407,0.0885621250532085,0.135780964139682,0.00385549183413092,4.47966895060029e-13
"616","brain_latent_pc1","~","heart_latent_cc3",0.0968018409884543,0,0.0789101439141363,0.114693538062772,0.139918347284483,0.00799287497893231,0
"619","brain_latent_pc1","~","brain_latent_cc1",-0.0788652204173209,1.12633680160457e-09,-0.104245025204474,-0.0534854156301674,0.134598702999444,0.00267323069389347,1.93622659704404e-09
"622","brain_latent_pc1","~","brain_latent_cc2",0.254265981965197,0,0.234685895743796,0.273846068186597,0.173998405877633,0.0420729335720823,0
"625","brain_latent_pc1","~","brain_latent_cc3",0.333085944483728,0,0.31746548187445,0.348706407093006,0.229286752737422,0.0973612804318711,0
"628","brain_latent_pc2","~","cardio_latent_agg",0.0121033053156151,0.204211814461496,-0.00658071999990109,0.0307873306311312,0.0484133817794475,0.000128210334083834,0.218760198145296
"631","brain_latent_pc2","~","cardio_latent_gvrf",0.0274570306020811,0.0103636192690122,0.00646395867148307,0.0484501025326791,0.0488073026016208,0.0005221311562571,0.0125245746766994
"634","brain_latent_pc2","~","cog_latent_g",0.0417971233538895,4.12246900638458e-06,0.0240080048480342,0.0595862418597447,0.0499652826344139,0.0016801111890502,6.07433188287687e-06
"637","brain_latent_pc2","~","heart_latent_pc1",0.00681593424944691,0.459386815742608,-0.0112402402043354,0.0248721087032292,0.0483287171110605,4.35456656967537e-05,0.480691711545163
"640","brain_latent_pc2","~","heart_latent_pc2",0.0110782553360243,0.244663888260145,-0.00758499615069714,0.0297415068227458,0.0483928286060221,0.000107657160658414,0.260545628001987
"643","brain_latent_pc2","~","heart_latent_pc3",-0.0150216243849433,0.0987677484182699,-0.0328559008918233,0.00281265212193673,0.0485018837094691,0.000216712264105356,0.110387483526302
"646","brain_latent_pc2","~","brain_latent_grey",0.251792228788365,0,0.231431151358878,0.272153306217852,0.0902372026911402,0.0419520312457765,0
"649","brain_latent_pc2","~","brain_latent_atrophy",0.286904254513606,0,0.266416970476779,0.307391538550433,0.100628828646442,0.0523436572010787,0
"652","brain_latent_pc2","~","brain_latent_gMD",0.25986105672472,0,0.242697719656179,0.277024393793261,0.108241730029127,0.0599565585837628,0
"655","brain_latent_pc2","~","brain_latent_gFA",0.635234468410592,0,0.625175860962003,0.64529307585918,0.42603358041288,0.377748408967517,0
"658","brain_latent_pc2","~","brain_latent_pc1",0.0133980499523079,0.16158471512057,-0.00536206965421519,0.032158169558831,0.0484409972501845,0.000155825804820764,0.176235663041605
"664","brain_latent_pc2","~","brain_latent_pc3",-0.121726418129514,0,-0.141385877624176,-0.102066958634851,0.059668525824895,0.0113833543795313,0
"667","brain_latent_pc2","~","heart_latent_cc1",0.0195228555887154,0.059619093724548,-0.000791485358138746,0.0398371965355696,0.0485672444564312,0.00028207301106753,0.0670646464765815
"670","brain_latent_pc2","~","heart_latent_cc2",-0.0241883679850436,0.0158916681180161,-0.0438485019181847,-0.00452823405190251,0.0487472655349861,0.000462094089622389,0.0186960103608157
"673","brain_latent_pc2","~","heart_latent_cc3",-0.0182450171324497,0.0587841973914431,-0.0371673917079801,0.000677357443080666,0.0485691091296621,0.000283937684298352,0.0669517508029365
"676","brain_latent_pc2","~","brain_latent_cc1",0.27867657726924,0,0.253127733769466,0.304225420769015,0.0816637458732681,0.0333785744279044,0
"679","brain_latent_pc2","~","brain_latent_cc2",-0.0221928740144514,0.0446494959524606,-0.0438554728609517,-0.000530275167951157,0.0486056751324816,0.00032050368711789,0.0515189218685466
"682","brain_latent_pc2","~","brain_latent_cc3",-0.0570248140705806,1.84853043982969e-09,-0.075619767653844,-0.0384298604873172,0.0511388252216358,0.00285365377627211,3.14773343763451e-09
"685","brain_latent_pc3","~","cardio_latent_agg",-0.0343096918757565,6.05195210583442e-05,-0.0510759638566577,-0.0175434198948553,0.23278375813785,0.00103030727023912,8.3070521300617e-05
"688","brain_latent_pc3","~","cardio_latent_gvrf",-0.0378142918130526,8.42135240117781e-05,-0.0566629985784863,-0.0189655850476189,0.232743794372981,0.000990343505369973,0.000114879859026
"691","brain_latent_pc3","~","cog_latent_g",0.101186533696786,0,0.0853812093891921,0.116991858004381,0.241600172970541,0.00984672210292958,0
"694","brain_latent_pc3","~","heart_latent_pc1",-0.0344142733150344,3.13019196518383e-05,-0.0506136657489597,-0.0182148808811091,0.232863600488573,0.00111014962096223,4.36293165803614e-05
"697","brain_latent_pc3","~","heart_latent_pc2",0.0686712367728334,6.66133814775094e-16,0.0519939340239093,0.0853485395217575,0.23589019537794,0.00413674451032864,1.29986111964221e-15
"700","brain_latent_pc3","~","heart_latent_pc3",0.0198590322807962,0.0151105861019745,0.00383948086089365,0.0358785837006988,0.232132233630748,0.000378782763136853,0.0178849887961075
"703","brain_latent_pc3","~","brain_latent_grey",0.662245848448412,0,0.650056525611697,0.674435171285127,0.521959785432667,0.290206334565056,0
"706","brain_latent_pc3","~","brain_latent_atrophy",0.698004954228288,0,0.686032292759075,0.709977615697502,0.541571790295768,0.309818339428157,0
"709","brain_latent_pc3","~","brain_latent_gMD",0.0160434832840849,0.0591668675954904,-0.000620777397827496,0.0327077439659974,0.231981983326848,0.00022853245923693,0.0669568627021067
"712","brain_latent_pc3","~","brain_latent_gFA",-0.0414267178462197,5.37831997826643e-07,-0.0576258422412537,-0.0252275934511857,0.233360005782835,0.00160655491522377,8.40508013919559e-07
"715","brain_latent_pc3","~","brain_latent_pc1",-0.0546490091828888,1.82156956185509e-10,-0.0714488087213258,-0.0378492096444518,0.234345967348741,0.00259251648112957,3.17674691705162e-10
"718","brain_latent_pc3","~","brain_latent_pc2",-0.0982604401851808,0,-0.114162738955411,-0.0823581414149503,0.240942388922396,0.0091889380547846,0
"724","brain_latent_pc3","~","heart_latent_cc1",0.0127614380748276,0.17064452783402,-0.00549365737393654,0.0310165335235918,0.231873983041666,0.000120532174054611,0.183891630913335
"727","brain_latent_pc3","~","heart_latent_cc2",0.0874766437581577,0,0.069945842038599,0.105007445477716,0.237797176564135,0.00604372569652412,0
"730","brain_latent_pc3","~","heart_latent_cc3",-0.0208319015485063,0.0163077781955059,-0.0378304719186239,-0.00383333117838869,0.232123639111554,0.000370188243943081,0.0190521292186978
"733","brain_latent_pc3","~","brain_latent_cc1",0.594065762242784,0,0.574849504401836,0.613282020083732,0.383436124180834,0.151682673313222,0
"736","brain_latent_pc3","~","brain_latent_cc2",0.279679333918452,0,0.261526947183137,0.297831720653767,0.282656907054352,0.0509034561867403,0
"739","brain_latent_pc3","~","brain_latent_cc3",-0.00181797036767937,0.831710106681574,-0.0185850703956131,0.0149491296602544,0.231756348470807,2.89760319582832e-06,0.841028987428706
"742","heart_latent_cc1","~","cardio_latent_agg",-0.175885592845773,0,-0.191760483986514,-0.160010701705032,0.286986200682424,0.0270755902454768,0
"745","heart_latent_cc1","~","cardio_latent_gvrf",-0.25706819428939,0,-0.274448989653665,-0.239687398925114,0.30567953748791,0.045768927050963,0
"748","heart_latent_cc1","~","cog_latent_g",-0.00734337982558545,0.359873013406834,-0.0230627426423065,0.00837598299113556,0.25996246187903,5.1851442082862e-05,0.378758477667251
"751","heart_latent_cc1","~","heart_latent_pc1",0.428324221461115,0,0.416009144969266,0.440639297952964,0.431877635637989,0.171967025201042,0
"754","heart_latent_cc1","~","heart_latent_pc2",0.376716941225399,0,0.362981135453487,0.39045274699731,0.384401255582831,0.124490645145884,0
"757","heart_latent_cc1","~","heart_latent_pc3",-0.0829614757631919,0,-0.0985514099486187,-0.0673715415777651,0.266520609199519,0.00660999876257262,0
"760","heart_latent_cc1","~","brain_latent_grey",0.033210910955784,0.000586022211973125,0.0142777691965705,0.0521440527149976,0.26064044215384,0.000729831716892893,0.000753491468536571
"763","heart_latent_cc1","~","brain_latent_atrophy",0.038309233997334,0.000100761817604322,0.0190010455833,0.057617422411368,0.260843850214706,0.000933239777759387,0.000136478814026691
"766","heart_latent_cc1","~","brain_latent_gMD",0.0833676850001247,0,0.0671438521575104,0.0995915178427391,0.266081507052433,0.0061708966154862,0
"769","heart_latent_cc1","~","brain_latent_gFA",-0.0536858930914712,3.40223405004281e-11,-0.0695612888455743,-0.0378104973373682,0.262608676802659,0.00269806636571257,6.05027828603672e-11
"772","heart_latent_cc1","~","brain_latent_pc1",-0.0858233072476438,0,-0.102226164389603,-0.0694204501056843,0.266304521312515,0.00639391087556795,0
"775","heart_latent_cc1","~","brain_latent_pc2",0.0151817217768503,0.0596336607174035,-0.000616391854758643,0.0309798354084592,0.260129950887334,0.000219340450386962,0.0670646464765815
"778","heart_latent_cc1","~","brain_latent_pc3",0.0122936827534861,0.170647358326779,-0.00529241030700177,0.029879775813974,0.260026703403552,0.000116092966605086,0.183891630913335
"784","heart_latent_cc1","~","heart_latent_cc2",0.0796983521272859,0,0.0624694777526057,0.0969272265019661,0.264927290719308,0.00501668028236169,0
"787","heart_latent_cc1","~","heart_latent_cc3",-0.267408744812065,0,-0.282731421371497,-0.252086068252633,0.320904660719069,0.0609940502821223,0
"790","heart_latent_cc1","~","brain_latent_cc1",0.004752365822357,0.692028572627576,-0.0187628582160207,0.0282675898607347,0.259920305084201,9.69464725397717e-06,0.713389869655238
"793","heart_latent_cc1","~","brain_latent_cc2",0.045030690827838,3.71718979463864e-06,0.0259543607608669,0.0641070208948091,0.261230196756079,0.00131958631913198,5.63157844092895e-06
"796","heart_latent_cc1","~","brain_latent_cc3",-0.159259841716774,0,-0.175220514314584,-0.143299169118963,0.282168592749386,0.0222579823124391,0
"799","heart_latent_cc2","~","cardio_latent_agg",-0.357934003376895,0,-0.372471017765496,-0.343396988988293,0.322326820087027,0.112130437572755,0
"802","heart_latent_cc2","~","cardio_latent_gvrf",-0.520073102833765,0,-0.534607903783683,-0.505538301883847,0.39752449000198,0.187328107487708,0
"805","heart_latent_cc2","~","cog_latent_g",0.0874409305797367,0,0.071359707631937,0.103522153527536,0.217549548192557,0.00735316567828403,0
"808","heart_latent_cc2","~","heart_latent_pc1",-0.133882354650734,0,-0.149965398010622,-0.117799311290846,0.226997820719961,0.0168014382056882,0
"811","heart_latent_cc2","~","heart_latent_pc2",0.54003009317332,0,0.528535660659229,0.551524525687412,0.466021025562463,0.25582464304819,0
"814","heart_latent_cc2","~","heart_latent_pc3",0.0617174163514374,7.43849426498855e-14,0.0455454437415604,0.0778893889613145,0.213854563584397,0.00365818107012472,1.40591436107899e-13
"817","heart_latent_cc2","~","brain_latent_grey",0.156697511370622,0,0.137541320864756,0.175853701876489,0.226444101840593,0.0162477193263205,0
"820","heart_latent_cc2","~","brain_latent_atrophy",0.12178777759052,0,0.102066463311675,0.141509091869365,0.219628239764114,0.00943185724984141,0
"823","heart_latent_cc2","~","brain_latent_gMD",-0.060465799671153,1.89226412317112e-12,-0.0772944740871727,-0.0436371252551333,0.213442570583499,0.0032461880692265,3.46754999220697e-12
"826","heart_latent_cc2","~","brain_latent_gFA",0.0387180737538698,3.85854136930597e-06,0.0222884719359654,0.0551476755717743,0.211599716216308,0.00140333370203571,5.73223635522409e-06
"829","heart_latent_cc2","~","brain_latent_pc1",0.0635686156318767,2.42250663973209e-13,0.0465549906969265,0.0805822405668269,0.213704241295941,0.00350785878166826,4.53121708260769e-13
"832","heart_latent_cc2","~","brain_latent_pc2",-0.0200733077814722,0.015899377232051,-0.0363899467277934,-0.00375666883515104,0.21057985953672,0.00038347702244701,0.0186960103608157
"835","heart_latent_cc2","~","brain_latent_pc3",0.0899312669772115,0,0.0719112811360141,0.107951252818409,0.216409666114196,0.00621328359992357,0
"838","heart_latent_cc2","~","heart_latent_cc1",0.0850519769975451,0,0.0666712730927114,0.103432680902379,0.215550056197715,0.00535367368344231,0
"844","heart_latent_cc2","~","heart_latent_cc3",-0.0450691545369061,2.83006248658069e-07,-0.062273398553689,-0.0278649105201231,0.21192895973504,0.00173257722076758,4.50067206015695e-07
"847","heart_latent_cc2","~","brain_latent_cc1",-0.0646051291998258,1.74223633075954e-07,-0.0888396728331543,-0.0403705855664973,0.211990291668848,0.00179390915457489,2.8330960153342e-07
"850","heart_latent_cc2","~","brain_latent_cc2",0.427291439535553,0,0.410600860447803,0.443982018623304,0.329012324767312,0.118815942253039,0
"853","heart_latent_cc2","~","brain_latent_cc3",-0.141529009615241,0,-0.158133487382918,-0.124924531847564,0.227774182161702,0.0175777996474291,0
"856","heart_latent_cc3","~","cardio_latent_agg",0.260988386228849,0,0.244652430340961,0.277324342116738,0.206640500113796,0.0596155998713197,0
"859","heart_latent_cc3","~","cardio_latent_gvrf",0.37451835129309,0,0.357095634964357,0.391941067621823,0.244169889996048,0.0971449897535712,0
"862","heart_latent_cc3","~","cog_latent_g",-0.0276939291380787,0.00128517462038724,-0.0445546166658479,-0.0108332416103096,0.147762489429807,0.000737589187330911,0.00158344040259315
"865","heart_latent_cc3","~","heart_latent_pc1",-5.75109427974051e-05,0.994738965990707,-0.0171523250849689,0.0170373031993741,0.147024935420538,3.51780612417585e-08,0.994738965990707
"868","heart_latent_cc3","~","heart_latent_pc2",-0.442662181046981,0,-0.45651437922316,-0.428809982870803,0.318915185614502,0.171890285372026,0
"871","heart_latent_cc3","~","heart_latent_pc3",0.405651904031165,0,0.392128203947189,0.41917560411514,0.305061424972153,0.158036524729677,0
"874","heart_latent_cc3","~","brain_latent_grey",-0.0670145285219455,9.13495945553677e-11,-0.0872820595961457,-0.0467469974477453,0.149996615821555,0.00297171557907805,1.61652958992587e-10
"877","heart_latent_cc3","~","brain_latent_atrophy",-0.0488608707581379,3.77775424231785e-06,-0.0695747762322688,-0.028146965284007,0.148543054539013,0.00151815429653623,5.68237200615311e-06
"880","heart_latent_cc3","~","brain_latent_gMD",-0.0881861268559401,0,-0.105593291570739,-0.0707789621411413,0.153929765742519,0.00690486550004243,0
"883","heart_latent_cc3","~","brain_latent_gFA",0.0589215895186294,1.20401466574549e-11,0.0418878404645686,0.0759553385726903,0.150274902870768,0.00325000262829189,2.16243430016976e-11
"886","heart_latent_cc3","~","brain_latent_pc1",0.0951180608846065,0,0.0775352848419596,0.112700836927253,0.154878737199776,0.0078538369572998,0
"889","heart_latent_cc3","~","brain_latent_pc2",-0.0163521001674835,0.0587914266053486,-0.0333117669620935,0.000607566627126549,0.147279406818736,0.000254506576259916,0.0669517508029365
"892","heart_latent_cc3","~","brain_latent_pc3",-0.0231294113418879,0.0163038393432564,-0.0420020265839638,-0.00425679609981199,0.147435893567584,0.000410993325107523,0.0190521292186978
"895","heart_latent_cc3","~","heart_latent_cc1",-0.308196569511316,0,-0.325700885370717,-0.290692253651915,0.217322363652,0.0702974634095236,0
"898","heart_latent_cc3","~","heart_latent_cc2",-0.0486739389085467,2.82033828291617e-07,-0.0672518945800266,-0.0300959832370668,0.14889609403289,0.00187119379041301,4.50067206015695e-07
"904","heart_latent_cc3","~","brain_latent_cc1",0.0463452245475446,0.0003152786205316,0.0211301795127943,0.0715602695822949,0.147948072077435,0.000923171834958714,0.000418439639749661
"907","heart_latent_cc3","~","brain_latent_cc2",-0.185222683809361,0,-0.205146357336218,-0.165299010282504,0.169351105932928,0.0223262056904515,0
"910","heart_latent_cc3","~","brain_latent_cc3",0.334996634989571,0,0.319548141869754,0.350445128109388,0.245506403770007,0.0984815035275307,0
"913","brain_latent_cc1","~","cardio_latent_agg",0.0779831656326325,0,0.0655434831232022,0.0904228481420629,0.575522107124144,0.00532255762063605,0
"916","brain_latent_cc1","~","cardio_latent_gvrf",0.11569576266632,0,0.10181039598854,0.1295811293441,0.57947019302873,0.009270643525223,0
"919","brain_latent_cc1","~","cog_latent_g",0.0616127552306917,0,0.0497101852871627,0.0735153251742207,0.573850360369647,0.00365081086613928,0
"922","brain_latent_cc1","~","heart_latent_pc1",-0.00957151877517751,0.122056543705199,-0.0217043901074874,0.00256135255713234,0.570285445090563,8.58955870555178e-05,0.135576653161774
"925","brain_latent_cc1","~","heart_latent_pc2",-0.00685867983013074,0.283831804222347,-0.0194014842081016,0.0056841245478401,0.570240827635878,4.127813237087e-05,0.300478830862954
"928","brain_latent_cc1","~","heart_latent_pc3",0.0210541881813291,0.000571554439345201,0.00907501360109839,0.0330333627615597,0.570625296481219,0.000425746977711583,0.000739538181374973
"931","brain_latent_cc1","~","brain_latent_grey",0.430987760072826,0,0.41968192915726,0.442293590988393,0.693112679325759,0.122913129822252,0
"934","brain_latent_cc1","~","brain_latent_atrophy",0.526277007837446,0,0.51614366382218,0.536410351852711,0.746323694406004,0.176124144902496,0
"937","brain_latent_cc1","~","brain_latent_gMD",0.062635498355747,0,0.0502442277334542,0.0750267689780398,0.573682900742102,0.00348335123859456,0
"940","brain_latent_cc1","~","brain_latent_gFA",-0.0024405376584505,0.693628377421021,-0.0145830362816493,0.00970196096474828,0.570205139375299,5.58987179166692e-06,0.713389869655238
"943","brain_latent_cc1","~","brain_latent_pc1",-0.0390476956322306,1.17505938312945e-09,-0.0516277380781885,-0.0264676531862726,0.571523137890765,0.0013235883872571,2.01040965549636e-09
"946","brain_latent_cc1","~","brain_latent_pc2",0.125852103037855,0,0.114130548610688,0.137573657465023,0.585273543578512,0.0150739940750049,0
"949","brain_latent_cc1","~","brain_latent_pc3",0.332353888569196,0,0.320958977018074,0.343748800120318,0.655059392133625,0.0848598426301179,0
"952","brain_latent_cc1","~","heart_latent_cc1",0.0027598958442002,0.69202940319218,-0.0108964084050681,0.0164162000934685,0.570205207173365,5.65766985782812e-06,0.713389869655238
"955","brain_latent_cc1","~","heart_latent_cc2",-0.0351572320217939,1.77493559627706e-07,-0.0483540337700483,-0.0219604302735396,0.571175788230204,0.000976238726696277,2.87332623433192e-07
"958","brain_latent_cc1","~","heart_latent_cc3",0.0233526131328055,0.000316926064003908,0.0106423781822118,0.0360628480833992,0.570664721779088,0.000465172275580961,0.000419085381338502
"964","brain_latent_cc1","~","brain_latent_cc2",-0.042142700473916,1.32189783563774e-08,-0.0566764191054523,-0.0276089818423797,0.57135533501992,0.00115578551641216,2.21955869146616e-08
"967","brain_latent_cc1","~","brain_latent_cc3",0.0672026454235405,0,0.054749335424079,0.079655955423002,0.574162766487733,0.00396321698422564,0
"970","brain_latent_cc2","~","cardio_latent_agg",-0.254345588968631,0,-0.268558132660238,-0.240133045277024,0.405851257902662,0.0566195105110553,0
"973","brain_latent_cc2","~","cardio_latent_gvrf",-0.347613490533502,0,-0.362933362884693,-0.332293618182311,0.432920558018041,0.0836888106264335,0
"976","brain_latent_cc2","~","cog_latent_g",0.0971091112223155,0,0.0825587989212443,0.111659423523387,0.358300866120977,0.00906911872936944,0
"979","brain_latent_cc2","~","heart_latent_pc1",-0.073251527944362,0,-0.0880758552180687,-0.0584272006706552,0.35426133883647,0.00502959144486292,0
"982","brain_latent_cc2","~","heart_latent_pc2",0.224413168830128,0,0.209946657528684,0.238879680131572,0.393409446798939,0.044177699407332,0
"985","brain_latent_cc2","~","heart_latent_pc3",-0.0229178192586733,0.00230984872985829,-0.0376586035023666,-0.00817703501497997,0.349736168199665,0.000504420808058237,0.00282662844569099
"988","brain_latent_cc2","~","brain_latent_grey",0.430770881739318,0,0.416058057327647,0.445483706150989,0.472021181220474,0.122789433828866,0
"991","brain_latent_cc2","~","brain_latent_atrophy",0.342180456234074,0,0.325959158470547,0.3584017539976,0.423687876746045,0.0744561293544377,0
"994","brain_latent_cc2","~","brain_latent_gMD",-0.173107212706752,0,-0.187867732990807,-0.158346692422698,0.375838085068414,0.0266063376768068,0
"997","brain_latent_cc2","~","brain_latent_gFA",0.130352086485894,0,0.11574983681396,0.144954336157829,0.365138092247758,0.0159063448561506,0
"1000","brain_latent_cc2","~","brain_latent_pc1",0.190615231594717,0,0.175795758919617,0.205434704269817,0.380772507697377,0.0315407603057702,0
"1003","brain_latent_cc2","~","brain_latent_pc2",-0.015175168431099,0.0446687605120639,-0.0299890794061279,-0.000361257456070125,0.349450908786579,0.000219161394972245,0.0515189218685466
"1006","brain_latent_cc2","~","brain_latent_pc3",0.236911489545903,0,0.221428401821054,0.252394577270751,0.392351159463333,0.0431194120717258,0
"1009","brain_latent_cc2","~","heart_latent_cc1",0.0395959682814452,3.72838572681999e-06,0.0228196874083282,0.0563722491545622,0.350392092713555,0.00116034532194742,5.63157844092895e-06
"1012","brain_latent_cc2","~","heart_latent_cc2",0.352071947404986,0,0.338046691221502,0.36609720358847,0.447131580020696,0.0978998326290893,0
"1015","brain_latent_cc2","~","heart_latent_cc3",-0.141313672148956,0,-0.156586009271807,-0.126041335026105,0.366265278171061,0.0170335307794542,0
"1018","brain_latent_cc2","~","brain_latent_cc1",-0.0638089737210444,1.30192372438387e-08,-0.0858046508628371,-0.0418132965792516,0.350981708300894,0.0017499609092867,2.1962358154326e-08
"1024","brain_latent_cc2","~","brain_latent_cc3",-0.22098084451829,0,-0.235473390650088,-0.206488298386492,0.392084913988274,0.0428531665966672,0
"1027","brain_latent_cc3","~","cardio_latent_agg",0.207019512856361,0,0.189936956091722,0.224102069621,0.15995569875434,0.037509418281943,0
"1030","brain_latent_cc3","~","cardio_latent_gvrf",0.298291401864226,0,0.279703669685444,0.316879134043008,0.184071101034166,0.0616248205617693,0
"1033","brain_latent_cc3","~","cog_latent_g",-0.0120564922169652,0.167383287881163,-0.0291716960308903,0.00505871159695997,0.122586076334988,0.000139795862590497,0.181457558333633
"1036","brain_latent_cc3","~","heart_latent_pc1",-0.0309425661349266,0.000462368689742476,-0.048261868862616,-0.0136232634072372,0.12334374098721,0.000897460514812431,0.000606963989080123
"1039","brain_latent_cc3","~","heart_latent_pc2",-0.247185481208176,0,-0.263883155360429,-0.230487807055922,0.176044762286869,0.0535984818144717,0
"1042","brain_latent_cc3","~","heart_latent_pc3",0.135805001290398,0,0.119064848074935,0.152545154505861,0.140158871524043,0.0177125910516459,0
"1045","brain_latent_cc3","~","brain_latent_grey",-0.0160656200794177,0.12697678852635,-0.0366981864031626,0.00456694624432708,0.122617070267318,0.000170789794921244,0.139342867568189
"1048","brain_latent_cc3","~","brain_latent_atrophy",-0.00414631234747753,0.699469739825964,-0.025197756430803,0.016905131735848,0.122457213265241,1.09327928440317e-05,0.715327424979289
"1051","brain_latent_cc3","~","brain_latent_gMD",-0.309943661112942,0,-0.325831708766308,-0.294055613459576,0.20774054445819,0.0852942639857924,0
"1054","brain_latent_cc3","~","brain_latent_gFA",0.196387379062959,0,0.179838882090334,0.212935876035584,0.158550823652189,0.0361045431797914,0
"1057","brain_latent_cc3","~","brain_latent_pc1",0.336723168996659,0,0.320949365821635,0.352496972171682,0.220870734597425,0.0984244541250282,0
"1060","brain_latent_cc3","~","brain_latent_pc2",-0.0525812301860884,1.86321469364259e-09,-0.0697308564221384,-0.0354316039500383,0.125077573729191,0.00263129325679345,3.15784274368533e-09
"1063","brain_latent_cc3","~","brain_latent_pc3",-0.0020766355110359,0.831709899674509,-0.0212293744521409,0.0170761034300691,0.122449594055141,3.31358274430205e-06,0.841028987428706
"1066","brain_latent_cc3","~","heart_latent_cc1",-0.188840770956668,0,-0.207693856105754,-0.169987685807582,0.148838494135123,0.0263922136627259,0
"1069","brain_latent_cc3","~","heart_latent_cc2",-0.157253421909999,0,-0.175669170970169,-0.138837672849829,0.141977062004219,0.0195307815318223,0
"1072","brain_latent_cc3","~","heart_latent_cc3",0.344649615292003,0,0.328802096044848,0.360497134539159,0.223765529121209,0.101319248648812,0
"1075","brain_latent_cc3","~","brain_latent_cc1",0.137212361650624,0,0.111872616775267,0.162552106525982,0.130538204156063,0.00809192368366551,0
"1078","brain_latent_cc3","~","brain_latent_cc2",-0.297990207960844,0,-0.31726652769898,-0.278713888222708,0.180233306162935,0.057787025690538,0
