,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
heart_texture_LargeAreaLowGrayLevelEmphasis_glszm_MYO_ES,0.05305569,0.060959693,0.010382054,0.06899999,-0.075141544,-0.033670044,-0.0008772,0.017835523,-0.002475816,0.048805497
heart_shape_SurfaceAreatoVolumeRatio_LV_ES,-0.058293267,0.061936159,-0.040409527,0.082903354,0.017100029,0.005185285,-0.069657672,0.068800608,-0.068130849,-0.071433682
heart_texture_Busyness_ngtdm_MYO_ED,0.046180048,0.062332752,0.087239006,0.034875429,-0.018793662,0.009894748,0.018065769,-0.048929807,-0.000186746,-0.065336045
heart_shape_SurfaceAreatoVolumeRatio_LV_ED,-0.059125433,0.062977971,-0.031168889,0.006535409,-0.038255879,0.057430702,-0.080908069,0.09358711,-0.049027862,-0.07587214
heart_texture_SmallDependenceLowGrayLevelEmphasis_gldm_MYO_ED,-0.032545931,0.065685623,0.08359708,-0.00231281,-0.051026029,-0.045857568,0.007665604,-0.087325807,-0.002298584,-0.090517905
heart_texture_SmallDependenceLowGrayLevelEmphasis_gldm_MYO_ES,-0.020494327,0.06735033,0.072953453,-0.006504783,-0.100495863,-0.068769418,-0.032116491,0.011555073,0.027317869,-0.012274083
heart_texture_Busyness_ngtdm_MYO_ES,0.042657491,0.068460013,0.077296746,0.045107693,-0.033595731,0.005640214,-0.003834551,0.060258362,-0.035021599,0.032117277
heart_texture_GrayLevelNonUniformityNormalized_glrlm_MYO_ES,0.027405836,0.06937946,-0.101000209,-0.060416755,-0.042352732,-0.090261511,-0.041377637,0.065215813,0.044975064,-0.038723986
heart_texture_SmallAreaLowGrayLevelEmphasis_glszm_MYO_ED,0.019660775,0.072408108,0.053501297,0.009230577,-0.002800989,0.031822714,0.017400079,-0.038888186,0.032966145,-0.053997253
heart_texture_LongRunLowGrayLevelEmphasis_glrlm_MYO_ES,0.041289857,0.079142222,0.003097972,0.066469296,-0.104394981,-0.074349435,-0.001606404,-0.026579718,0.025790639,0.022906511
heart_texture_GrayLevelNonUniformityNormalized_glszm_MYO_ED,0.048743104,0.079294865,0.028394684,-0.009187371,-0.032461557,0.007800292,0.005489839,-0.03332723,-0.077318973,-0.021491134
heart_texture_LargeDependenceLowGrayLevelEmphasis_gldm_MYO_ED,0.044287516,0.079295146,0.035017225,0.052948373,-0.112010311,-0.0139508,0.040659543,-0.077020679,-0.034750089,0.03593604
heart_texture_SmallAreaLowGrayLevelEmphasis_glszm_MYO_ES,0.01229588,0.079544375,0.040694114,0.029352447,-0.048505447,-0.026656234,-0.010729467,0.003985257,0.029601266,0.019550974
heart_texture_LowGrayLevelZoneEmphasis_glszm_MYO_ED,0.016869156,0.080356047,0.066095055,0.008285527,-0.002739933,0.027722915,0.024954229,-0.046913161,0.043013672,-0.063965715
heart_texture_LargeDependenceLowGrayLevelEmphasis_gldm_MYO_ES,0.036896091,0.080763054,0.006164949,0.066114385,-0.110215791,-0.064970032,-0.008256087,-0.023775234,0.032034985,0.048323523
heart_texture_ShortRunLowGrayLevelEmphasis_glrlm_MYO_ES,0.005527367,0.0820624,0.068511056,0.033879745,-0.094850887,-0.067476945,-0.021930746,0.001800743,0.011100691,0.054235824
heart_texture_LongRunLowGrayLevelEmphasis_glrlm_MYO_ED,0.039622692,0.083202382,0.046367295,0.048842065,-0.108245402,-0.025129132,0.035902461,-0.072193185,-0.032586091,0.010663214
heart_texture_LowGrayLevelEmphasis_gldm_MYO_ES,0.014581931,0.084701074,0.055426175,0.047083291,-0.104233564,-0.066212341,-0.019693049,-0.00499991,0.006835654,0.064140655
heart_texture_LowGrayLevelZoneEmphasis_glszm_MYO_ES,0.010451101,0.084936034,0.048694297,0.028606367,-0.049260741,-0.032347994,-0.006368372,-0.003682842,0.037536449,0.013699704
heart_texture_LowGrayLevelRunEmphasis_glrlm_MYO_ES,0.014631481,0.085451139,0.054774076,0.045436575,-0.10033998,-0.068791378,-0.018873492,-0.007149873,0.015688268,0.060354422
heart_texture_ShortRunLowGrayLevelEmphasis_glrlm_MYO_ED,0.003239153,0.08820619,0.084865243,0.029720865,-0.070878332,-0.048430197,0.017630753,-0.081025919,0.003375355,-0.018894861
heart_texture_GrayLevelNonUniformityNormalized_glszm_MYO_ES,0.015246936,0.088412032,-0.012380615,-0.019861873,-0.011227605,-0.03790148,-0.023067285,0.105827936,0.030285307,-0.017033582
heart_texture_LowGrayLevelEmphasis_gldm_MYO_ED,0.010239273,0.089152964,0.079433009,0.036392487,-0.081230032,-0.047847263,0.020750242,-0.080018449,-0.008223352,0.00145855
heart_texture_LowGrayLevelRunEmphasis_glrlm_MYO_ED,0.011581848,0.089924818,0.078540065,0.035775477,-0.080019084,-0.043976968,0.021784936,-0.081052385,-0.003124025,-0.00712564
